黑糖奶奶 三犬本舖 光華店,原價,減免額度,減免金額計算,減免金額,應付金額,已收,收款人,Awei,預估抵達時間 2:00 PM,
書瑋 張. (You),2,,,0,2,V,,,,
書瑋 張. (You),60,,,0,51,V,,,,
建全 林.,65,,,0,55,
Sailor C.,35,,,0,30,V
地獄吉娃娃,120,,,0,102,V
夜晚的魷魚 不.,40,,,0,34,V
巧如,60,,,0,51,V
Liwe,40,,,0,34,,,,,
珈,70,,,0,59,V
總原價,492,,,總應付,418,,,,折扣金額,77
